ordering,ppmRepPotus,ppmDemPotus,1M-ppmDemPotus,ppmRepOther,ppmDemOther,1M-ppmDemOther,BonusToTrump,BonusToBiden,totalBallots,locality
 247435, 558800, 428571, 571429, 509076, 429360, 570640, 748620, 496055,   1267,CityofFlatRockPrecinct1
 249490, 585889, 401840, 598160, 546012, 412065, 587935, 699385, 448875,    978,CityofTaylorPrecinct11
 251655, 442052, 541390, 458610, 402317, 551324, 448676, 698675, 450330,   1208,CityofLincolnParkPrecinct20
 251840, 643382, 338235, 661765, 612132, 356617, 643383, 656250, 408090,    544,TownshipofSumpterPrecinct4
 252035, 518134, 464840, 535160, 483345, 479644, 520356, 673945, 425980,   1351,CityofGardenCityPrecinct10
 259300, 493435, 481400, 518600, 466083, 502188, 497812, 636760, 396060,    914,CityofWestlandPrecinct20
 263275, 387374, 593974, 406026, 348637, 602582, 397418, 693685, 456960,    697,CityofDearbornHeightsPrecinct15
 266360, 447559, 542056, 457944, 402907, 544132, 455868, 723260, 489620,    963,CityofTaylorPrecinct20
 267895, 415860, 568665, 431335, 378143, 577369, 422631, 688585, 456480,   1034,CityofWestlandPrecinct12
 269565, 312968, 657020, 342980, 276527, 666666, 333334, 682205, 451770,    933,CharterTownshipofRedfordPrecinct15
 269910, 469026, 506194, 493806, 434513, 517699, 482301, 672565, 442475,   1130,CityofSouthgatePrecinct5
 270795, 595925, 388794, 611206, 558573, 397283, 602717, 686760, 457555,   1178,CityofRockwoodPrecinct2
 271810, 405369, 586577, 413423, 361073, 587919, 412081, 721480, 493290,    745,CityofDearbornHeightsPrecinct14
